1777593600000000,76346.58000000,76434.52000000,76320.42000000,76421.00000000,123.22658000,1777593779999999,9411094.33175340,6658,108.00496000,8248595.15984460,0
1777593780000000,76421.00000000,76490.40000000,76413.29000000,76471.54000000,28.60732000,1777593959999999,2187351.87120140,5913,25.35799000,1938889.33169470,0
1777593960000000,76471.54000000,76498.37000000,76458.00000000,76471.37000000,20.68908000,1777594139999999,1582292.70894490,4378,9.93091000,759533.46060400,0
1777594140000000,76471.38000000,76514.00000000,76471.37000000,76487.73000000,5.29638000,1777594319999999,405146.69871680,3515,3.15660000,241455.40683170,0
1777594320000000,76487.74000000,76493.56000000,76456.38000000,76469.81000000,9.04897000,1777594499999999,692054.70862300,2931,2.50745000,191762.46394940,0
1777594500000000,76469.80000000,76571.54000000,76469.80000000,76548.57000000,14.31064000,1777594679999999,1095317.84224200,5524,11.19130000,856546.00873240,0
1777594680000000,76548.57000000,76578.00000000,76498.01000000,76516.00000000,21.45131000,1777594859999999,1641812.99151350,4860,5.20095000,398006.48479440,0
1777594860000000,76516.00000000,76521.76000000,76474.12000000,76480.23000000,5.63601000,1777595039999999,431158.91321040,2729,1.21383000,92853.87748800,0
1777595040000000,76480.22000000,76521.42000000,76480.22000000,76520.00000000,10.01114000,1777595219999999,766011.04041730,1621,6.56754000,502513.18987800,0
1777595220000000,76520.00000000,76531.82000000,76520.00000000,76531.81000000,5.06080000,1777595399999999,387270.96483810,702,2.35949000,180562.65874500,0
1777595400000000,76531.82000000,76560.00000000,76531.81000000,76541.76000000,20.56761000,1777595579999999,1574225.56570400,2647,17.00580000,1301582.48600320,0
1777595580000000,76541.76000000,76541.76000000,76482.71000000,76503.99000000,108.77872000,1777595759999999,8323607.73227500,2304,4.00075000,306036.16695620,0
1777595760000000,76504.00000000,76504.00000000,76465.17000000,76484.43000000,7.42386000,1777595939999999,567802.00966640,2399,2.40453000,183879.74367450,0
1777595940000000,76484.44000000,76500.01000000,76458.00000000,76500.01000000,12.24012000,1777596119999999,936002.92737800,2595,8.06847000,616985.51887780,0
1777596120000000,76500.01000000,76529.96000000,76492.78000000,76528.37000000,54.32141000,1777596299999999,4155641.79681850,2148,52.32213000,4002685.90751240,0
1777596300000000,76528.37000000,76591.00000000,76523.52000000,76523.53000000,8.55836000,1777596479999999,655192.89350170,4364,4.11392000,314945.37395640,0
1777596480000000,76523.52000000,76523.53000000,76479.27000000,76492.55000000,16.88532000,1777596659999999,1291836.49472360,3289,11.63400000,890082.90965730,0
1777596660000000,76492.55000000,76492.55000000,76450.66000000,76472.36000000,5.56740000,1777596839999999,425749.14409030,2941,2.20252000,168430.71535080,0
1777596840000000,76472.54000000,76485.57000000,76437.10000000,76437.10000000,9.20034000,1777597019999999,703464.01948160,3082,1.85005000,141451.29122370,0
1777597020000000,76437.08000000,76458.05000000,76402.91000000,76458.05000000,16.00707000,1777597199999999,1223346.09652180,3498,11.20572000,856393.44017640,0
1777597200000000,76458.06000000,76485.00000000,76449.50000000,76470.68000000,11.68089000,1777597379999999,893292.88403250,2898,2.28317000,174592.29759660,0
1777597380000000,76470.68000000,76500.00000000,76452.12000000,76500.00000000,8.44054000,1777597559999999,645445.14841400,2030,3.92637000,300275.51234200,0
1777597560000000,76500.00000000,76581.88000000,76500.00000000,76550.52000000,15.47227000,1777597739999999,1184331.67227950,3429,12.49474000,956384.37883110,0
1777597740000000,76550.52000000,76581.48000000,76538.56000000,76563.67000000,16.02142000,1777597919999999,1226660.93925310,2830,7.66289000,586632.14297540,0
1777597920000000,76563.68000000,76589.34000000,76563.68000000,76564.00000000,14.95748000,1777598099999999,1145464.46384880,1572,2.37796000,182118.97222470,0
1777598100000000,76564.00000000,76626.33000000,76564.00000000,76605.56000000,26.10731000,1777598279999999,2000112.79170520,3968,18.39510000,1409187.06280090,0
1777598280000000,76605.55000000,76630.00000000,76605.55000000,76623.23000000,9.45584000,1777598459999999,724551.03705860,1399,2.05025000,157082.79571640,0
1777598460000000,76623.24000000,76630.00000000,76581.12000000,76581.13000000,63.50474000,1777598639999999,4864706.08655130,2227,3.01343000,230846.79773490,0
1777598640000000,76581.12000000,76581.72000000,76533.27000000,76533.28000000,5.10291000,1777598819999999,390692.96593980,1682,1.31498000,100671.43078520,0
1777598820000000,76533.28000000,76536.82000000,76530.01000000,76536.81000000,3.38104000,1777598999999999,258762.30939630,674,2.17665000,166586.15199200,0
1777599000000000,76536.81000000,76551.88000000,76536.81000000,76551.88000000,16.99863000,1777599179999999,1301051.53139970,1716,9.24585000,707673.79360680,0
